Customer ID,Last Used Platform,Is Blocked,Language,Outstanding Amount,Loyalty Points,Number of Employees,Date_Created,Day_Created,Month_Created,Year_Created,Time_Created,Order_ID,Order Status,Category Name,SKU,Quantity,Unit Price,Cost Price,Total Cost Price,Total Price,Order Total,Sub Total,Tax,Delivery Charge,Tip_x,Discount_x,Remaining Balance,Payment Method,Additional Charge,Taxable Amount,Transaction ID,Currency Symbol,Merchant ID,Description,Distance (in km),Order Time,Pickup Time,Delivery Time,Order Preparation Time,Redeemed Loyalty Points,Consumed Loyalty Points,Flat Discount,Checkout Template Name,Checkout Template Value,Task_ID,Relationship,Team_Name,Task_Type,Agent_ID,Distance(m),Total_Time_Taken(min),Task_Status,Ref_Images,Rating,Review,Latitude,Longitude,Promo_Applied,Custom_Template_ID,Task_Details_QTY,Task_Details_AMOUNT,Special_Instructions,Tip_y,Delivery_Charges,Discount_y,Subtotal,Payment_Type,Task_Category,Earning
4718102.0,WEB,0.0,en,0.0,468.0,4.0,2021-12-14,Tuesday,December,2021.0,11:32:42 AM,10493.0,COMPLETED,Cooking Fat & Oil,KNCO0101,1.0,26050.0,24800.0,24800.0,26050.0,26050.0,26050.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11998.3,2022-01-07T08:32:59.000Z,2022-01-07T08:31:04.000Z,2022-01-07T11:00:00.000Z,0.0,-,52,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4594878.0,WEB,0.0,en,0.0,541.0,8169198773.0,2021-11-22,Monday,November,2021.0,06:41:16 PM,104738.0,COMPLETED,Cooking Fat & Oil,KNCO0202,1.0,25200.0,24000.0,24000.0,25200.0,51250.0,51250.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11993.94,2022-01-06T08:01:17.000Z,2022-01-06T08:01:58.000Z,2022-01-06T11:00:00.000Z,0.0,-,102,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4594878.0,WEB,0.0,en,0.0,541.0,8169198773.0,2021-11-22,Monday,November,2021.0,06:41:16 PM,104738.0,COMPLETED,Cooking Fat & Oil,KNCO0101,1.0,26050.0,24800.0,24800.0,26050.0,51250.0,51250.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11993.94,2022-01-06T08:01:17.000Z,2022-01-06T08:01:58.000Z,2022-01-06T11:00:00.000Z,0.0,-,102,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4424173.0,WEB,0.0,en,0.0,2126.0,,2021-10-15,Friday,October,2021.0,07:10:12 PM,104858.0,COMPLETED,Flour & Sugar,KNFS0001,2.0,21000.0,20420.0,40840.0,42000.0,42000.0,42000.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11995.22,2022-01-06T19:59:28.000Z,2022-01-06T20:00:09.000Z,2022-01-07T07:00:00.000Z,0.0,-,84,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4070616.0,WEB,0.0,en,0.0,1698.0,6.0,2021-08-07,Saturday,August,2021.0,02:53:17 PM,105879.0,CANCELLED,Rice & Cereals,KNRC0701,1.0,62000.0,59000.0,59000.0,62000.0,66350.0,66350.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11998.6,2022-01-12T09:58:32.000Z,2022-01-12T09:58:06.000Z,2022-01-12T15:00:00.000Z,0.0,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4070616.0,WEB,0.0,en,0.0,1698.0,6.0,2021-08-07,Saturday,August,2021.0,02:53:17 PM,105879.0,CANCELLED,Packaging,KNPT0120,3.0,1450.0,1300.0,3900.0,4350.0,66350.0,66350.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11998.6,2022-01-12T09:58:32.000Z,2022-01-12T09:58:06.000Z,2022-01-12T15:00:00.000Z,0.0,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4416878.0,WEB,0.0,en,0.0,713.0,,2021-10-14,Thursday,October,2021.0,07:49:27 PM,106147.0,COMPLETED,Noodles & Spaghetti,KNNO0001,7.0,4950.0,4700.0,32900.0,34650.0,32150.0,34650.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11997.67,2022-01-13T18:41:42.000Z,2022-01-13T18:42:24.000Z,2022-01-13T19:00:00.000Z,0.0,500,69,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4588401.0,WEB,0.0,en,0.0,306.0,1.0,2021-11-21,Sunday,November,2021.0,05:10:15 PM,106323.0,COMPLETED,Flour & Sugar,KNFS0201,1.0,20950.0,20500.0,20500.0,20950.0,23150.0,23150.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11997.13,2022-01-14T17:35:51.000Z,2022-01-14T17:33:50.000Z,2022-01-15T11:00:00.000Z,0.0,-,46,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4588401.0,WEB,0.0,en,0.0,306.0,1.0,2021-11-21,Sunday,November,2021.0,05:10:15 PM,106323.0,COMPLETED,Flour & Sugar,KNFS0201,1.0,20950.0,20500.0,20500.0,20950.0,23150.0,23150.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11997.13,2022-01-14T17:35:51.000Z,2022-01-14T17:33:50.000Z,2022-01-15T11:00:00.000Z,0.0,-,46,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4588401.0,WEB,0.0,en,0.0,306.0,1.0,2021-11-21,Sunday,November,2021.0,05:10:15 PM,106323.0,COMPLETED,Flour & Sugar,KNFS1202,2.0,1100.0,1000.0,2000.0,2200.0,23150.0,23150.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11997.13,2022-01-14T17:35:51.000Z,2022-01-14T17:33:50.000Z,2022-01-15T11:00:00.000Z,0.0,-,46,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4588401.0,WEB,0.0,en,0.0,306.0,1.0,2021-11-21,Sunday,November,2021.0,05:10:15 PM,106323.0,COMPLETED,Flour & Sugar,KNFS1202,2.0,1100.0,1000.0,2000.0,2200.0,23150.0,23150.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11997.13,2022-01-14T17:35:51.000Z,2022-01-14T17:33:50.000Z,2022-01-15T11:00:00.000Z,0.0,-,46,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4479763.0,WEB,0.0,en,0.0,2412.0,4.0,2021-10-25,Monday,October,2021.0,08:16:01 PM,106338.0,COMPLETED,Noodles & Spaghetti,KNNO1102,10.0,6700.0,6350.0,63500.0,67000.0,64480.0,67000.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11994.68,2022-01-14T18:42:22.000Z,2022-01-14T18:40:21.000Z,2022-01-14T19:00:00.000Z,0.0,504,134,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4260184.0,WEB,0.0,en,0.0,7144.0,,2021-09-15,Wednesday,September,2021.0,11:47:49 AM,106767.0,COMPLETED,Flour & Sugar,KNFS0001,2.0,20850.0,20450.0,40900.0,41700.0,41700.0,41700.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11994.24,2022-01-16T20:26:49.000Z,2022-01-16T20:24:46.000Z,2022-01-17T07:00:00.000Z,0.0,-,83,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4220762.0,WEB,0.0,en,0.0,3413.0,,2021-09-06,Monday,September,2021.0,09:04:49 AM,107349.0,COMPLETED,Flour & Sugar,KNFS0001,10.0,20850.0,20450.0,204500.0,208500.0,208000.0,208500.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11996.55,2022-01-20T08:23:33.000Z,2022-01-20T08:21:27.000Z,2022-01-20T11:00:00.000Z,0.0,100,417,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4505688.0,WEB,0.0,en,0.0,6145.0,35.0,2021-10-30,Saturday,October,2021.0,09:24:24 PM,107634.0,CANCELLED,Flour & Sugar,KNFS0201,10.0,20950.0,20500.0,205000.0,209500.0,207000.0,209500.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11993.36,2022-01-21T18:19:01.000Z,2022-01-21T18:16:54.000Z,2022-01-21T19:00:00.000Z,0.0,500,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4154054.0,WEB,0.0,en,0.0,3116.0,2.0,2021-08-23,Monday,August,2021.0,07:03:46 PM,108446.0,COMPLETED,Flour & Sugar,KNFS0001,2.0,20850.0,20270.0,40540.0,41700.0,41700.0,41700.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11994.94,2022-01-25T23:08:38.000Z,2022-01-25T23:09:28.000Z,2022-01-26T07:00:00.000Z,0.0,-,83,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4220762.0,WEB,0.0,en,0.0,3413.0,,2021-09-06,Monday,September,2021.0,09:04:49 AM,109081.0,CANCELLED,Flour & Sugar,KNFS0001,5.0,20850.0,20270.0,101350.0,104250.0,104250.0,104250.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11996.55,2022-01-29T07:15:46.000Z,2022-01-29T07:16:38.000Z,2022-01-29T11:00:00.000Z,0.0,-,208,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4481255.0,WEB,0.0,en,0.0,4554.0,8171221221.0,2021-10-26,Tuesday,October,2021.0,09:09:38 AM,109446.0,COMPLETED,Flour & Sugar,KNFS0001,10.0,20850.0,20270.0,202700.0,208500.0,208500.0,208500.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11998.39,2022-01-30T22:53:22.000Z,2022-01-30T22:54:07.000Z,2022-01-31T07:00:00.000Z,0.0,-,417,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4645484.0,WEB,0.0,en,0.0,2202.0,8105643933.0,2021-12-02,Thursday,December,2021.0,08:39:27 PM,110143.0,COMPLETED,Flour & Sugar,KNFS0001,10.0,21000.0,20370.0,203700.0,210000.0,208500.0,210000.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11995.56,2022-02-03T22:31:36.000Z,2022-02-03T22:32:32.000Z,2022-02-04T07:00:00.000Z,0.0,300,420,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4450745.0,WEB,0.0,en,0.0,1371.0,8163446154.0,2021-10-20,Wednesday,October,2021.0,09:16:35 AM,110412.0,COMPLETED,Flour & Sugar,KNFS1101,2.0,23000.0,21900.0,43800.0,46000.0,46000.0,46000.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11995.08,2022-02-05T09:34:51.000Z,2022-02-05T09:35:47.000Z,2022-02-05T11:00:00.000Z,0.0,-,92,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4540642.0,WEB,0.0,en,0.0,97.0,7.0,2021-11-09,Tuesday,November,2021.0,01:16:59 PM,111098.0,CANCELLED,Salt & Seasoning,KNSS0201,1.0,5500.0,5200.0,5200.0,5500.0,5500.0,5500.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11980.05,2022-02-09T07:15:07.000Z,2022-02-09T07:16:06.000Z,2022-02-09T11:00:00.000Z,0.0,-,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4301584.0,WEB,0.0,en,0.0,11288.0,,2021-09-21,Tuesday,September,2021.0,11:36:09 AM,112171.0,CANCELLED,Flour & Sugar,KNFS0001,10.0,20850.0,20370.0,203700.0,208500.0,231000.0,231200.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11995.26,2022-02-14T18:34:55.000Z,2022-02-14T18:36:21.000Z,2022-02-15T07:00:00.000Z,0.0,40,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4301584.0,WEB,0.0,en,0.0,11288.0,,2021-09-21,Tuesday,September,2021.0,11:36:09 AM,112171.0,CANCELLED,Flour & Sugar,KNFS1101,1.0,22700.0,21900.0,21900.0,22700.0,231000.0,231200.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11995.26,2022-02-14T18:34:55.000Z,2022-02-14T18:36:21.000Z,2022-02-15T07:00:00.000Z,0.0,40,-,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4504154.0,WEB,0.0,en,0.0,4459.0,10.0,2021-10-30,Saturday,October,2021.0,02:23:11 PM,1043916.0,COMPLETED,Flour & Sugar,KNFS0001,10.0,20850.0,20420.0,204200.0,208500.0,225600.0,230600.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11995.81,2022-01-04T08:45:08.000Z,2022-01-04T08:45:51.000Z,2022-01-04T15:00:00.000Z,0.0,1000,461,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4504154.0,WEB,0.0,en,0.0,4459.0,10.0,2021-10-30,Saturday,October,2021.0,02:23:11 PM,1043916.0,COMPLETED,Flour & Sugar,KNFS1200,1.0,22100.0,21850.0,21850.0,22100.0,225600.0,230600.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11995.81,2022-01-04T08:45:08.000Z,2022-01-04T08:45:51.000Z,2022-01-04T15:00:00.000Z,0.0,1000,461,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4070616.0,WEB,0.0,en,0.0,1698.0,6.0,2021-08-07,Saturday,August,2021.0,02:53:17 PM,1044104.0,COMPLETED,Rice & Cereals,KNRC0201,2.0,28350.0,27000.0,54000.0,56700.0,133450.0,138450.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11998.6,2022-01-04T11:47:25.000Z,2022-01-04T11:48:07.000Z,2022-01-04T15:00:00.000Z,0.0,1000,276,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
4070616.0,WEB,0.0,en,0.0,1698.0,6.0,2021-08-07,Saturday,August,2021.0,02:53:17 PM,1044104.0,COMPLETED,Rice & Cereals,KNRC0701,1.0,55000.0,50000.0,50000.0,55000.0,133450.0,138450.0,-,-,-,-,0.0,CASH,-,-,0.0,₦,1048159.0,,11998.6,2022-01-04T11:47:25.000Z,2022-01-04T11:48:07.000Z,2022-01-04T15:00:00.000Z,0.0,1000,276,0.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
